Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-29 23:58:19.603,114315.6,0.001,BTCUSDT
2025-09-29 23:58:19.603,114315.6,0.002,BTCUSDT
2025-09-29 23:58:19.603,114315.8,1.313,BTCUSDT
2025-09-29 23:58:19.603,114315.9,0.056,BTCUSDT
2025-09-29 23:58:19.603,114315.9,0.002,BTCUSDT
2025-09-29 23:58:19.603,114315.9,0.002,BTCUSDT
2025-09-29 23:58:19.603,114316.0,0.002,BTCUSDT
2025-09-29 23:58:19.603,114316.0,0.032,BTCUSDT
2025-09-29 23:58:19.603,114316.0,1.313,BTCUSDT
2025-09-29 23:58:19.603,114316.0,0.006,BTCUSDT
2025-09-29 23:58:19.603,114316.2,0.002,BTCUSDT
2025-09-29 23:58:19.603,114316.4,0.001,BTCUSDT
2025-09-29 23:58:19.603,114316.6,0.001,BTCUSDT
2025-09-29 23:58:19.603,114316.6,0.048,BTCUSDT
2025-09-29 23:58:19.603,114316.7,0.002,BTCUSDT
2025-09-29 23:58:19.603,114316.7,0.096,BTCUSDT
2025-09-29 23:58:19.603,114316.8,0.002,BTCUSDT
2025-09-29 23:58:19.603,114316.8,0.128,BTCUSDT
2025-09-29 23:58:19.603,114316.8,0.7,BTCUSDT
2025-09-29 23:58:19.603,114316.8,1.486,BTCUSDT
2025-09-29 23:58:19.603,114316.9,0.001,BTCUSDT
2025-09-29 23:58:19.603,114316.9,0.002,BTCUSDT
2025-09-29 23:58:19.603,114316.9,0.042,BTCUSDT
2025-09-29 23:58:19.603,114316.9,0.065,BTCUSDT
2025-09-29 23:58:19.603,114316.9,0.046,BTCUSDT
2025-09-29 23:58:19.603,114317.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114317.0,0.001,BTCUSDT
2025-09-29 23:58:19.603,114317.0,0.08,BTCUSDT
2025-09-29 23:58:19.603,114317.1,2.087,BTCUSDT
2025-09-29 23:58:19.603,114317.2,0.001,BTCUSDT
2025-09-29 23:58:19.603,114317.4,0.002,BTCUSDT
2025-09-29 23:58:19.603,114317.5,0.017,BTCUSDT
2025-09-29 23:58:19.603,114317.6,1.313,BTCUSDT
2025-09-29 23:58:19.603,114317.6,0.002,BTCUSDT
2025-09-29 23:58:19.604,114317.7,0.985,BTCUSDT
2025-09-29 23:58:19.604,114317.7,0.001,BTCUSDT
2025-09-29 23:58:19.604,114317.8,0.04,BTCUSDT
2025-09-29 23:58:19.604,114317.8,0.052,BTCUSDT
2025-09-29 23:58:19.604,114317.8,0.044,BTCUSDT
2025-09-29 23:58:19.604,114317.8,0.24,BTCUSDT
2025-09-29 23:58:19.604,114317.8,0.26,BTCUSDT
2025-09-29 23:58:19.604,114317.8,0.24,BTCUSDT
2025-09-29 23:58:19.604,114317.9,0.184,BTCUSDT
2025-09-29 23:58:19.604,114317.9,0.05,BTCUSDT
2025-09-29 23:58:19.604,114318.0,0.001,BTCUSDT
2025-09-29 23:58:19.604,114318.0,0.002,BTCUSDT
2025-09-29 23:58:19.604,114318.0,0.385,BTCUSDT
2025-09-29 23:58:19.604,114318.0,0.001,BTCUSDT
2025-09-29 23:58:19.604,114318.0,0.002,BTCUSDT
2025-09-29 23:58:19.604,114318.0,0.045,BTCUSDT
2025-09-29 23:58:19.604,114318.0,0.008,BTCUSDT
2025-09-29 23:58:19.604,114318.0,0.044,BTCUSDT
2025-09-29 23:58:19.604,114318.1,0.011,BTCUSDT
2025-09-29 23:58:19.604,114318.1,0.01,BTCUSDT
2025-09-29 23:58:19.604,114318.1,0.005,BTCUSDT
2025-09-29 23:58:19.604,114318.1,0.08,BTCUSDT
2025-09-29 23:58:19.604,114318.1,0.088,BTCUSDT
2025-09-29 23:58:19.604,114318.1,0.005,BTCUSDT
2025-09-29 23:58:19.604,114318.2,0.001,BTCUSDT
2025-09-29 23:58:19.604,114318.2,0.088,BTCUSDT
2025-09-29 23:58:19.604,114318.4,0.002,BTCUSDT
2025-09-29 23:58:19.604,114318.4,0.005,BTCUSDT
2025-09-29 23:58:19.604,114318.5,0.921,BTCUSDT
2025-09-29 23:58:19.604,114318.5,0.03,BTCUSDT
2025-09-29 23:58:19.604,114318.5,0.005,BTCUSDT
2025-09-29 23:58:19.604,114318.6,0.001,BTCUSDT
2025-09-29 23:58:19.604,114318.6,0.002,BTCUSDT
2025-09-29 23:58:19.604,114318.6,0.001,BTCUSDT
2025-09-29 23:58:19.604,114318.7,0.001,BTCUSDT
2025-09-29 23:58:19.604,114318.8,0.35,BTCUSDT
2025-09-29 23:58:19.604,114318.9,0.052,BTCUSDT
2025-09-29 23:58:19.604,114318.9,0.044,BTCUSDT
2025-09-29 23:58:19.604,114318.9,0.2,BTCUSDT
2025-09-29 23:58:19.604,114318.9,0.044,BTCUSDT
2025-09-29 23:58:19.604,114318.9,0.24,BTCUSDT
2025-09-29 23:58:19.604,114319.0,0.479,BTCUSDT
2025-09-29 23:58:19.604,114319.0,0.002,BTCUSDT
2025-09-29 23:58:19.604,114319.0,0.026,BTCUSDT
2025-09-29 23:58:19.604,114319.0,0.088,BTCUSDT
2025-09-29 23:58:19.604,114319.0,0.08,BTCUSDT
2025-09-29 23:58:19.604,114319.0,0.044,BTCUSDT
2025-09-29 23:58:19.604,114319.1,0.002,BTCUSDT
2025-09-29 23:58:19.604,114319.1,0.042,BTCUSDT
2025-09-29 23:58:19.604,114319.1,0.08,BTCUSDT
2025-09-29 23:58:19.604,114319.1,0.08,BTCUSDT
2025-09-29 23:58:19.604,114319.1,0.061,BTCUSDT
2025-09-29 23:58:19.604,114319.2,0.022,BTCUSDT
2025-09-29 23:58:19.604,114319.2,0.001,BTCUSDT
2025-09-29 23:58:19.604,114319.2,0.002,BTCUSDT
2025-09-29 23:58:19.604,114319.2,0.016,BTCUSDT
2025-09-29 23:58:19.604,114319.2,0.001,BTCUSDT
2025-09-29 23:58:19.604,114319.2,0.001,BTCUSDT
2025-09-29 23:58:19.604,114319.4,0.174,BTCUSDT
2025-09-29 23:58:19.604,114319.5,0.002,BTCUSDT
2025-09-29 23:58:19.604,114319.5,0.002,BTCUSDT
2025-09-29 23:58:19.604,114319.5,0.955,BTCUSDT
2025-09-29 23:58:19.604,114319.5,0.002,BTCUSDT
2025-09-29 23:58:19.604,114319.5,0.023,BTCUSDT
